Id,Sales
1,4220.51123046875
2,6754.09619140625
3,8286.0634765625
4,6973.68017578125
5,7004.94775390625
6,5501.2626953125
7,6905.0859375
8,7362.0712890625
9,4611.77001953125
10,5378.33251953125
11,6436.25390625
12,7804.44775390625
13,6982.39794921875
14,8686.759765625
15,5806.2978515625
16,4290.021484375
17,5352.798828125
18,9116.052734375
19,10455.1640625
20,9119.095703125
21,7837.736328125
22,4514.0517578125
23,5306.7939453125
24,4122.17724609375
25,7236.39208984375
26,10340.80078125
27,8618.9287109375
28,5681.71337890625
29,4726.0498046875
30,4026.6064453125
31,5767.3359375
32,10117.65625
33,6335.1943359375
34,5146.6416015625
35,5038.7861328125
36,7331.81689453125
37,3380.452392578125
38,7057.7744140625
39,4173.111328125
40,6562.2275390625
41,6014.46337890625
42,5078.654296875
43,8048.72509765625
44,6629.369140625
45,4663.5029296875
46,6517.080078125
47,6923.11328125
48,11507.8349609375
49,5743.5966796875
50,7993.78515625
51,6589.890625
52,8404.09375
53,6223.298828125
54,9102.8212890625
55,4265.7919921875
56,4827.61181640625
57,5639.86376953125
58,5510.9140625
59,8147.3837890625
60,7754.6357421875
61,5197.01416015625
62,7587.32666015625
63,6332.54248046875
64,9713.681640625
65,3801.147216796875
66,12281.66796875
67,4464.71728515625
68,5552.6640625
69,7734.5908203125
70,3802.612060546875
71,6272.35400390625
72,5733.07861328125
73,7423.50048828125
74,5411.12548828125
75,5513.61083984375
76,7394.81982421875
77,7439.34033203125
78,6534.16943359375
79,4777.48779296875
80,6828.3173828125
81,10983.7119140625
82,6131.29833984375
83,4105.52294921875
84,6496.00146484375
85,5732.34033203125
86,5068.34375
87,7023.705078125
88,3741.862548828125
89,7738.92919921875
90,5698.736328125
91,7006.69189453125
92,5971.90576171875
93,4324.01513671875
94,5040.982421875
95,4913.845703125
96,7839.8818359375
97,8436.2861328125
98,4960.78515625
99,4316.47119140625
100,6786.87109375
101,5863.80908203125
102,5370.5673828125
103,7203.19775390625
104,6417.71923828125
105,7232.9697265625
106,5330.5322265625
107,4214.916015625
108,6349.00830078125
109,7562.09423828125
110,7261.79150390625
111,8254.916015625
112,7502.85205078125
113,5633.42919921875
114,8309.9384765625
115,5526.650390625
116,6814.43505859375
117,8891.28515625
118,6307.083984375
119,9803.189453125
120,7702.99609375
121,7033.638671875
122,5737.990234375
123,6755.3720703125
124,7771.00439453125
125,6194.8759765625
126,3515.862060546875
127,4547.6640625
128,7250.767578125
129,5574.41259765625
130,4012.22412109375
131,8009.55078125
132,6388.82275390625
133,5805.11865234375
134,5787.39111328125
135,4926.32666015625
136,6938.2890625
137,6919.18603515625
138,6295.017578125
139,5452.51513671875
140,4766.5927734375
141,5923.13818359375
142,3362.729248046875
143,5540.2548828125
144,5121.97314453125
145,8591.3955078125
146,6741.76611328125
147,5811.732421875
148,12516.619140625
149,4680.6171875
150,4827.76806640625
151,9971.9267578125
152,6518.95751953125
153,8179.15478515625
154,7113.2041015625
155,5137.775390625
156,5874.8525390625
157,5129.66259765625
158,7940.2353515625
159,10407.9296875
160,5762.3603515625
161,3099.436767578125
162,4219.71826171875
163,8371.8642578125
164,8234.34765625
165,5635.40673828125
166,6553.3154296875
167,4675.74072265625
168,5258.2548828125
169,3190.098876953125
170,4576.33056640625
171,5642.322265625
172,6980.83984375
173,6471.51513671875
174,6309.49658203125
175,7878.39892578125
176,8949.6953125
177,7386.5029296875
178,4505.51416015625
179,8567.3896484375
180,10263.2646484375
181,5666.0048828125
182,7065.56640625
183,5164.76025390625
184,6326.20458984375
185,3797.440673828125
186,6727.16162109375
187,5270.76611328125
188,8059.19384765625
189,6615.27294921875
190,8294.19921875
191,7108.125
192,5121.05517578125
193,8757.25390625
194,18531.701171875
195,9908.53515625
196,5003.93359375
197,2931.862548828125
198,5793.75830078125
199,7940.0458984375
200,5528.07373046875
201,12943.8759765625
202,18752.060546875
203,3699.16455078125
204,5204.79150390625
205,8734.109375
206,4798.890625
207,7672.6796875
208,6277.84130859375
209,7424.35693359375
210,4097.80126953125
211,5887.8876953125
212,5678.99365234375
213,6658.0009765625
214,8658.208984375
215,5961.96435546875
216,5589.88818359375
217,6467.15966796875
218,4910.73974609375
219,4954.35498046875
220,7285.5703125
221,5230.47705078125
222,5620.1162109375
223,6839.17529296875
224,5658.375
225,5444.2275390625
226,6932.99072265625
227,6770.05078125
228,8109.724609375
229,6380.85205078125
230,7402.36962890625
231,5577.94921875
232,3381.093994140625
233,5889.03369140625
234,5967.85791015625
235,5736.890625
236,4328.07861328125
237,7929.76953125
238,7010.34130859375
239,8973.3515625
240,6551.1787109375
241,5444.04052734375
242,4950.77978515625
243,4287.68212890625
244,9483.2275390625
245,4959.19580078125
246,7267.38916015625
247,14125.642578125
248,7279.31982421875
249,7748.537109375
250,5179.4541015625
251,4215.89306640625
252,7073.6298828125
253,3914.873046875
254,5117.3642578125
255,10397.9296875
256,5062.75439453125
257,15721.2470703125
258,12753.9111328125
259,4913.70947265625
260,6441.91552734375
261,5113.1201171875
262,6434.1611328125
263,5268.11279296875
264,10537.888671875
265,7711.1181640625
266,8961.2080078125
267,4145.06884765625
268,7319.47216796875
269,4804.12451171875
270,7796.02685546875
271,6623.9404296875
272,5883.59375
273,6117.86474609375
274,5934.12353515625
275,8210.9716796875
276,9047.388671875
277,5756.17041015625
278,9475.6875
279,6323.55029296875
280,8871.380859375
281,5108.6259765625
282,4773.83544921875
283,5177.9033203125
284,9631.6572265625
285,5840.27978515625
286,7854.025390625
287,6691.63671875
288,8850.98046875
289,4242.82421875
290,7742.236328125
291,6590.17333984375
292,3935.573974609375
293,13273.59765625
294,16720.10546875
295,7137.7216796875
296,6571.80322265625
297,8885.953125
298,10333.6142578125
299,11098.8857421875
300,5543.23046875
301,7280.951171875
302,5313.11865234375
303,8396.0185546875
304,3816.100830078125
305,5766.68115234375
306,5250.75341796875
307,5382.08349609375
308,6901.09619140625
309,5013.45849609375
310,4611.39208984375
311,7130.3330078125
312,3552.833984375
313,4762.57177734375
314,5869.61669921875
315,6225.00830078125
316,9538.0009765625
317,7846.5087890625
318,6796.7490234375
319,6384.43115234375
320,6044.1162109375
321,11119.3115234375
322,7009.19775390625
323,4940.3515625
324,4550.8701171875
325,7960.70703125
326,4341.40673828125
327,6916.64599609375
328,3288.5302734375
329,4836.8837890625
330,7108.73486328125
331,5803.47998046875
332,4703.06103515625
333,8320.4853515625
334,9691.5205078125
335,11460.48828125
336,5285.21728515625
337,9092.0107421875
338,3020.062744140625
339,4904.59423828125
340,6309.98388671875
341,4174.265625
342,6630.07080078125
343,4737.55712890625
344,4913.25048828125
345,8319.501953125
346,9622.4853515625
347,9429.6669921875
348,5277.400390625
349,4524.95166015625
350,7660.513671875
351,7101.294921875
352,5783.0654296875
353,4851.2373046875
354,6900.0107421875
355,9455.44921875
356,4345.138671875
357,5999.7919921875
358,7586.212890625
359,7781.20849609375
360,12423.9755859375
361,4492.359375
362,11641.9755859375
363,6557.42919921875
364,4810.0107421875
365,3399.260986328125
366,5558.2060546875
367,5910.79736328125
368,5643.6572265625
369,6782.08984375
370,4714.80419921875
371,4618.74658203125
372,6767.34619140625
373,3196.274658203125
374,7414.76220703125
375,6891.31005859375
376,7167.53076171875
